ID	NameSurname	Age	WidespreadName
26012	Voter26012	52	0
26013	Voter26013	34	0
26014	Voter26014	46	0
26015	Voter26015	32	0
26016	Voter26016	83	0
26017	Voter26017	89	0
26018	Voter26018	36	0
26019	Voter26019	58	0
26020	Voter26020	36	0
26021	Voter26021	67	0
26022	Voter26022	25	0
26023	Voter26023	36	0
26024	Voter26024	42	0
26025	Voter26025	39	0
26026	Voter26026	51	0
26027	Voter26027	39	0
26028	Voter26028	66	0
26029	Voter26029	55	1
26030	Voter26030	21	0
26031	Voter26031	50	0
26032	Voter26032	55	1
26033	Voter26033	20	0
26034	Voter26034	49	0
26035	Voter26035	45	0
26036	Voter26036	49	1
26037	Voter26037	30	1
26038	Voter26038	74	0
26039	Voter26039	60	0
26040	Voter26040	82	1
26041	Voter26041	56	0
26042	Voter26042	58	0
26043	Voter26043	46	0
26044	Voter26044	22	0
26045	Voter26045	44	0
26046	Voter26046	38	0
26047	Voter26047	31	0
26048	Voter26048	56	0
26049	Voter26049	38	0
26050	Voter26050	36	0
26051	Voter26051	18	0
26052	Voter26052	74	0
26053	Voter26053	22	1
26054	Voter26054	46	0
26055	Voter26055	20	1
26056	Voter26056	83	0
26057	Voter26057	38	1
26058	Voter26058	61	0
26059	Voter26059	52	1
26060	Voter26060	39	0
26061	Voter26061	53	0
26062	Voter26062	31	0
26063	Voter26063	40	0
26064	Voter26064	95	0
26065	Voter26065	48	1
26066	Voter26066	32	0
26067	Voter26067	47	0
26068	Voter26068	21	1
26069	Voter26069	49	0
26070	Voter26070	30	0
26071	Voter26071	83	0
26072	Voter26072	38	0
26073	Voter26073	36	0
26074	Voter26074	52	0
26075	Voter26075	61	0
26076	Voter26076	59	0
26077	Voter26077	59	0
26078	Voter26078	55	0
26079	Voter26079	41	0
26080	Voter26080	21	0
26081	Voter26081	76	0
26082	Voter26082	48	0
26083	Voter26083	30	0
26084	Voter26084	20	0
26085	Voter26085	76	0
26086	Voter26086	28	0
26087	Voter26087	24	0
26088	Voter26088	23	0
26089	Voter26089	23	0
26090	Voter26090	52	0
26091	Voter26091	23	0
26092	Voter26092	40	0
26093	Voter26093	24	0
26094	Voter26094	39	0
26095	Voter26095	20	1
26096	Voter26096	38	0
26097	Voter26097	47	0
26098	Voter26098	73	0
26099	Voter26099	84	0
26100	Voter26100	57	0
26101	Voter26101	31	0
26102	Voter26102	29	0
26103	Voter26103	46	0
26104	Voter26104	52	0
26105	Voter26105	26	1
26106	Voter26106	20	1
26107	Voter26107	55	0
26108	Voter26108	30	0
26109	Voter26109	51	0
26110	Voter26110	56	0
26111	Voter26111	47	0
26112	Voter26112	34	1
26113	Voter26113	18	1
26114	Voter26114	20	1
26115	Voter26115	32	0
26116	Voter26116	54	0
26117	Voter26117	40	0
26118	Voter26118	49	0
26119	Voter26119	72	0
26120	Voter26120	25	1
26121	Voter26121	67	0
26122	Voter26122	77	0
26123	Voter26123	88	1
26124	Voter26124	28	0
26125	Voter26125	84	0
26126	Voter26126	63	0
26127	Voter26127	18	0
26128	Voter26128	60	0
26129	Voter26129	58	0
26130	Voter26130	70	0
26131	Voter26131	18	0
26132	Voter26132	38	0
26133	Voter26133	30	0
26134	Voter26134	52	0
26135	Voter26135	51	0
26136	Voter26136	52	0
26137	Voter26137	62	0
26138	Voter26138	29	0
26139	Voter26139	58	1
26140	Voter26140	33	0
26141	Voter26141	35	0
26142	Voter26142	41	0
26143	Voter26143	42	0
26144	Voter26144	49	0
26145	Voter26145	18	0
26146	Voter26146	49	1
26147	Voter26147	26	1
26148	Voter26148	47	0
26149	Voter26149	25	1
26150	Voter26150	54	0
26151	Voter26151	20	0
26152	Voter26152	26	0
26153	Voter26153	26	0
26154	Voter26154	62	0
26155	Voter26155	59	0
26156	Voter26156	63	0
26157	Voter26157	33	0
26158	Voter26158	52	1
26159	Voter26159	73	0
26160	Voter26160	36	0
26161	Voter26161	52	1
26162	Voter26162	47	0
26163	Voter26163	29	0
26164	Voter26164	20	1
26165	Voter26165	26	0
26166	Voter26166	55	0
26167	Voter26167	29	0
26168	Voter26168	32	0
26169	Voter26169	20	0
26170	Voter26170	19	0
26171	Voter26171	34	0
26172	Voter26172	71	1
26173	Voter26173	38	0
26174	Voter26174	66	0
26175	Voter26175	19	1
26176	Voter26176	53	0
26177	Voter26177	65	0
26178	Voter26178	22	0
26179	Voter26179	37	0
26180	Voter26180	47	0
26181	Voter26181	36	0
26182	Voter26182	32	0
26183	Voter26183	68	0
26184	Voter26184	21	0
26185	Voter26185	67	0
26186	Voter26186	26	0
26187	Voter26187	19	1
26188	Voter26188	31	0
26189	Voter26189	48	0
26190	Voter26190	60	0
26191	Voter26191	24	0
26192	Voter26192	56	0
26193	Voter26193	32	1
26194	Voter26194	23	1
26195	Voter26195	29	0
26196	Voter26196	43	0
26197	Voter26197	34	0
26198	Voter26198	27	0
26199	Voter26199	28	0
26200	Voter26200	55	1
26201	Voter26201	32	0
26202	Voter26202	25	0
26203	Voter26203	73	0
26204	Voter26204	28	0
26205	Voter26205	80	0
26206	Voter26206	58	0
26207	Voter26207	28	0
26208	Voter26208	19	0
26209	Voter26209	57	0
26210	Voter26210	20	0
26211	Voter26211	22	0
26212	Voter26212	41	0
26213	Voter26213	59	0
26214	Voter26214	35	0
26215	Voter26215	50	0
26216	Voter26216	41	0
26217	Voter26217	41	0
26218	Voter26218	36	0
26219	Voter26219	85	0
26220	Voter26220	19	0
26221	Voter26221	45	1
26222	Voter26222	21	1
26223	Voter26223	42	0
26224	Voter26224	66	0
26225	Voter26225	38	0
26226	Voter26226	60	0
26227	Voter26227	65	0
26228	Voter26228	31	0
26229	Voter26229	86	0
26230	Voter26230	86	1
26231	Voter26231	87	0
26232	Voter26232	73	0
26233	Voter26233	69	0
26234	Voter26234	18	0
26235	Voter26235	23	0
26236	Voter26236	39	0
26237	Voter26237	87	0
26238	Voter26238	30	0
26239	Voter26239	70	0
26240	Voter26240	80	1
26241	Voter26241	22	0
26242	Voter26242	44	0
26243	Voter26243	59	0
26244	Voter26244	42	0
26245	Voter26245	71	1
26246	Voter26246	71	0
26247	Voter26247	71	0
26248	Voter26248	37	0
26249	Voter26249	49	0
26250	Voter26250	27	0
26251	Voter26251	19	1
26252	Voter26252	93	0
26253	Voter26253	52	0
26254	Voter26254	42	0
26255	Voter26255	19	0
26256	Voter26256	51	0
26257	Voter26257	31	0
26258	Voter26258	27	0
26259	Voter26259	62	0
26260	Voter26260	50	0
26261	Voter26261	51	0
26262	Voter26262	64	0
26263	Voter26263	22	0
26264	Voter26264	63	1
26265	Voter26265	28	0
26266	Voter26266	64	0
26267	Voter26267	25	0
26268	Voter26268	73	0
26269	Voter26269	33	0
26270	Voter26270	65	0
26271	Voter26271	50	0
26272	Voter26272	19	0
26273	Voter26273	36	0
26274	Voter26274	27	0
26275	Voter26275	35	0
26276	Voter26276	36	0
26277	Voter26277	70	0
26278	Voter26278	29	0
26279	Voter26279	64	1
26280	Voter26280	28	0
26281	Voter26281	61	1
26282	Voter26282	68	0
26283	Voter26283	57	1
26284	Voter26284	24	0
26285	Voter26285	51	0
26286	Voter26286	35	0
26287	Voter26287	31	0
26288	Voter26288	47	0
26289	Voter26289	32	0
26290	Voter26290	26	1
26291	Voter26291	39	0
26292	Voter26292	25	0
26293	Voter26293	29	1
26294	Voter26294	75	0
26295	Voter26295	70	1
26296	Voter26296	50	0
26297	Voter26297	24	0
26298	Voter26298	35	0
26299	Voter26299	56	1
26300	Voter26300	27	0
26301	Voter26301	54	0
26302	Voter26302	33	0
26303	Voter26303	25	0
26304	Voter26304	50	0
26305	Voter26305	53	1
26306	Voter26306	65	0
26307	Voter26307	25	0
26308	Voter26308	47	0
26309	Voter26309	49	0
26310	Voter26310	59	0
26311	Voter26311	29	1
26312	Voter26312	63	0
26313	Voter26313	57	0
26314	Voter26314	73	1
26315	Voter26315	46	0
26316	Voter26316	26	0
26317	Voter26317	30	0
26318	Voter26318	54	1
26319	Voter26319	47	0
26320	Voter26320	80	1
26321	Voter26321	28	0
26322	Voter26322	49	0
26323	Voter26323	50	1
26324	Voter26324	84	1
26325	Voter26325	22	0
26326	Voter26326	55	0
26327	Voter26327	45	0
26328	Voter26328	90	0
26329	Voter26329	25	0
26330	Voter26330	77	1
26331	Voter26331	52	0
26332	Voter26332	45	0
26333	Voter26333	41	1
26334	Voter26334	19	0
26335	Voter26335	58	0
26336	Voter26336	48	0
26337	Voter26337	65	0
26338	Voter26338	71	0
26339	Voter26339	48	0
26340	Voter26340	51	0
26341	Voter26341	36	0
26342	Voter26342	30	1
26343	Voter26343	62	1
26344	Voter26344	48	0
26345	Voter26345	73	0
26346	Voter26346	59	0
26347	Voter26347	47	0
26348	Voter26348	19	1
26349	Voter26349	43	0
26350	Voter26350	61	0
26351	Voter26351	78	0
26352	Voter26352	22	0
26353	Voter26353	27	0
26354	Voter26354	45	0
26355	Voter26355	66	0
26356	Voter26356	30	0
26357	Voter26357	62	0
26358	Voter26358	27	0
26359	Voter26359	73	0
26360	Voter26360	54	0
26361	Voter26361	82	0
26362	Voter26362	50	0
26363	Voter26363	32	0
26364	Voter26364	42	0
26365	Voter26365	47	1
26366	Voter26366	40	0
26367	Voter26367	71	0
26368	Voter26368	33	0
26369	Voter26369	27	0
26370	Voter26370	82	0
26371	Voter26371	79	0
26372	Voter26372	64	0
26373	Voter26373	65	0
26374	Voter26374	55	0
26375	Voter26375	60	0
26376	Voter26376	36	0
26377	Voter26377	61	0
26378	Voter26378	34	0
26379	Voter26379	20	0
26380	Voter26380	63	0
26381	Voter26381	70	0
26382	Voter26382	34	0
26383	Voter26383	18	1
26384	Voter26384	52	1
26385	Voter26385	74	0
26386	Voter26386	54	0
26387	Voter26387	50	0
26388	Voter26388	76	0
26389	Voter26389	32	0
26390	Voter26390	56	0
26391	Voter26391	35	0
26392	Voter26392	51	0
26393	Voter26393	34	0
26394	Voter26394	23	0
26395	Voter26395	60	0
26396	Voter26396	30	0
26397	Voter26397	63	0
26398	Voter26398	76	0
26399	Voter26399	24	0
26400	Voter26400	20	0
26401	Voter26401	20	0
26402	Voter26402	74	0
26403	Voter26403	49	0
26404	Voter26404	45	0
26405	Voter26405	43	0
26406	Voter26406	57	0
26407	Voter26407	65	0
26408	Voter26408	83	0
26409	Voter26409	47	0
26410	Voter26410	18	1
26411	Voter26411	64	0
26412	Voter26412	50	0
26413	Voter26413	76	0
26414	Voter26414	34	1
26415	Voter26415	21	0
26416	Voter26416	41	0
26417	Voter26417	26	0
26418	Voter26418	51	0
26419	Voter26419	61	0
26420	Voter26420	21	0
26421	Voter26421	29	0
26422	Voter26422	55	0
26423	Voter26423	36	1
26424	Voter26424	38	1
26425	Voter26425	39	0
26426	Voter26426	71	0
26427	Voter26427	36	0
26428	Voter26428	32	0
26429	Voter26429	55	0
26430	Voter26430	72	0
26431	Voter26431	49	0
26432	Voter26432	88	0
26433	Voter26433	71	0
26434	Voter26434	40	1
26435	Voter26435	44	0
26436	Voter26436	60	0
26437	Voter26437	26	0
26438	Voter26438	59	0
26439	Voter26439	71	0
26440	Voter26440	31	0
26441	Voter26441	48	1
26442	Voter26442	51	0
26443	Voter26443	33	0
26444	Voter26444	31	0
26445	Voter26445	31	1
26446	Voter26446	75	0
26447	Voter26447	65	0
26448	Voter26448	41	0
26449	Voter26449	20	0
26450	Voter26450	54	0
26451	Voter26451	51	0
26452	Voter26452	36	0
26453	Voter26453	63	0
26454	Voter26454	44	0
26455	Voter26455	67	0
26456	Voter26456	42	0
26457	Voter26457	28	0
26458	Voter26458	84	0
26459	Voter26459	24	0
26460	Voter26460	77	0
26461	Voter26461	22	0
26462	Voter26462	62	0
26463	Voter26463	37	0
26464	Voter26464	74	0
26465	Voter26465	38	0
26466	Voter26466	34	0
26467	Voter26467	52	0
26468	Voter26468	62	0
26469	Voter26469	52	0
26470	Voter26470	25	0
26471	Voter26471	63	0
26472	Voter26472	63	0
26473	Voter26473	52	0
26474	Voter26474	54	0
26475	Voter26475	81	0
26476	Voter26476	74	0
26477	Voter26477	23	0
26478	Voter26478	23	0
26479	Voter26479	26	0
26480	Voter26480	20	0
26481	Voter26481	80	0
26482	Voter26482	63	0
26483	Voter26483	63	0
26484	Voter26484	45	0
26485	Voter26485	40	0
26486	Voter26486	36	0
26487	Voter26487	52	0
26488	Voter26488	79	0
26489	Voter26489	48	0
26490	Voter26490	39	0
26491	Voter26491	80	0
26492	Voter26492	20	0
26493	Voter26493	46	0
26494	Voter26494	48	0
26495	Voter26495	82	0
26496	Voter26496	42	0
26497	Voter26497	30	0
26498	Voter26498	86	0
26499	Voter26499	39	0
26500	Voter26500	70	0
26501	Voter26501	47	0
26502	Voter26502	36	1
26503	Voter26503	40	0
26504	Voter26504	42	1
26505	Voter26505	85	0
26506	Voter26506	30	1
26507	Voter26507	18	1
26508	Voter26508	22	0
26509	Voter26509	48	0
26510	Voter26510	21	0
26511	Voter26511	73	0
26512	Voter26512	49	1
26513	Voter26513	44	1
26514	Voter26514	43	0
26515	Voter26515	57	0
26516	Voter26516	35	0
26517	Voter26517	32	0
26518	Voter26518	56	0
26519	Voter26519	59	0
26520	Voter26520	25	0
26521	Voter26521	25	1
26522	Voter26522	57	0
26523	Voter26523	45	0
26524	Voter26524	34	0
26525	Voter26525	44	1
26526	Voter26526	37	0
26527	Voter26527	58	0
26528	Voter26528	39	0
26529	Voter26529	24	0
26530	Voter26530	44	0
26531	Voter26531	52	0
26532	Voter26532	76	0
26533	Voter26533	60	0
26534	Voter26534	42	0
26535	Voter26535	83	1
26536	Voter26536	41	0
26537	Voter26537	51	1
26538	Voter26538	47	0
26539	Voter26539	21	0
26540	Voter26540	62	1
26541	Voter26541	34	0
26542	Voter26542	38	0
26543	Voter26543	25	1
26544	Voter26544	47	0
26545	Voter26545	22	0
26546	Voter26546	50	0
26547	Voter26547	25	0
26548	Voter26548	63	0
26549	Voter26549	33	0
26550	Voter26550	54	0
26551	Voter26551	61	0
26552	Voter26552	58	0
26553	Voter26553	60	0
26554	Voter26554	42	0
26555	Voter26555	25	1
26556	Voter26556	24	0
26557	Voter26557	26	1
26558	Voter26558	54	0
26559	Voter26559	55	0
26560	Voter26560	39	0
26561	Voter26561	82	1
26562	Voter26562	73	0
26563	Voter26563	56	0
26564	Voter26564	65	1
26565	Voter26565	23	0
26566	Voter26566	37	0
26567	Voter26567	75	0
26568	Voter26568	74	0
26569	Voter26569	62	0
26570	Voter26570	70	0
26571	Voter26571	24	0
26572	Voter26572	38	0
26573	Voter26573	20	0
26574	Voter26574	28	0
26575	Voter26575	57	0
26576	Voter26576	21	1
26577	Voter26577	82	0
26578	Voter26578	78	0
26579	Voter26579	22	0
26580	Voter26580	60	0
26581	Voter26581	55	1
26582	Voter26582	54	0
26583	Voter26583	47	0
26584	Voter26584	71	0
26585	Voter26585	76	0
26586	Voter26586	47	0
26587	Voter26587	21	0
26588	Voter26588	41	1
26589	Voter26589	43	0
26590	Voter26590	53	0
26591	Voter26591	31	0
26592	Voter26592	72	0
26593	Voter26593	50	0
26594	Voter26594	36	0
26595	Voter26595	60	0
26596	Voter26596	37	0
26597	Voter26597	34	0
26598	Voter26598	25	0
26599	Voter26599	46	0
26600	Voter26600	66	0
26601	Voter26601	47	0
26602	Voter26602	51	0
26603	Voter26603	58	0
26604	Voter26604	37	0
26605	Voter26605	74	0
26606	Voter26606	62	0
26607	Voter26607	42	0
26608	Voter26608	43	0
26609	Voter26609	72	0
26610	Voter26610	38	0
26611	Voter26611	37	0
26612	Voter26612	70	0
26613	Voter26613	31	0
26614	Voter26614	58	1
26615	Voter26615	47	0
26616	Voter26616	27	0
26617	Voter26617	34	0
26618	Voter26618	41	0
26619	Voter26619	53	0
26620	Voter26620	51	0
26621	Voter26621	48	0
26622	Voter26622	57	0
26623	Voter26623	49	0
26624	Voter26624	72	0
26625	Voter26625	76	0
26626	Voter26626	83	0
26627	Voter26627	73	0
26628	Voter26628	34	0
26629	Voter26629	77	0
26630	Voter26630	18	0
26631	Voter26631	63	0
26632	Voter26632	64	0
26633	Voter26633	25	1
26634	Voter26634	39	0
26635	Voter26635	36	0
26636	Voter26636	54	0
26637	Voter26637	29	0
26638	Voter26638	40	0
26639	Voter26639	50	0
26640	Voter26640	42	0
26641	Voter26641	21	0
26642	Voter26642	29	0
26643	Voter26643	26	0
26644	Voter26644	55	0
26645	Voter26645	35	1
26646	Voter26646	58	0
26647	Voter26647	49	0
26648	Voter26648	21	0
26649	Voter26649	55	0
26650	Voter26650	44	0
26651	Voter26651	41	0
26652	Voter26652	20	1
26653	Voter26653	21	0
26654	Voter26654	37	0
26655	Voter26655	80	0
26656	Voter26656	56	0
26657	Voter26657	40	1
26658	Voter26658	49	0
26659	Voter26659	18	0
26660	Voter26660	63	0
26661	Voter26661	53	0
26662	Voter26662	56	0
26663	Voter26663	32	0
26664	Voter26664	38	0
26665	Voter26665	42	0
26666	Voter26666	37	0
26667	Voter26667	75	0
26668	Voter26668	71	0
26669	Voter26669	49	0
26670	Voter26670	50	0
26671	Voter26671	65	0
26672	Voter26672	83	0
26673	Voter26673	73	0
26674	Voter26674	45	1
26675	Voter26675	42	0
26676	Voter26676	43	0
26677	Voter26677	40	1
26678	Voter26678	73	1
26679	Voter26679	76	0
26680	Voter26680	26	0
26681	Voter26681	45	1
26682	Voter26682	73	0
26683	Voter26683	90	0
26684	Voter26684	65	0
26685	Voter26685	83	0
26686	Voter26686	25	0
26687	Voter26687	47	0
26688	Voter26688	50	0
26689	Voter26689	78	1
26690	Voter26690	23	1
26691	Voter26691	60	0
26692	Voter26692	24	0
26693	Voter26693	52	0
26694	Voter26694	32	0
26695	Voter26695	37	0
26696	Voter26696	75	0
26697	Voter26697	22	1
26698	Voter26698	41	0
26699	Voter26699	52	0
26700	Voter26700	58	0
26701	Voter26701	53	0
26702	Voter26702	55	0
26703	Voter26703	49	0
26704	Voter26704	44	0
26705	Voter26705	25	1
26706	Voter26706	83	0
26707	Voter26707	21	0
26708	Voter26708	25	0
26709	Voter26709	54	0
26710	Voter26710	65	0
26711	Voter26711	60	0
26712	Voter26712	31	0
26713	Voter26713	73	0
26714	Voter26714	55	1
26715	Voter26715	42	0
26716	Voter26716	35	0
26717	Voter26717	47	0
26718	Voter26718	34	0
26719	Voter26719	31	0
26720	Voter26720	73	0
26721	Voter26721	42	0
26722	Voter26722	20	0
26723	Voter26723	59	0
26724	Voter26724	72	0
26725	Voter26725	19	0
26726	Voter26726	31	0
26727	Voter26727	81	0
26728	Voter26728	72	1
26729	Voter26729	40	0
26730	Voter26730	28	0
26731	Voter26731	27	0
26732	Voter26732	79	0
26733	Voter26733	18	0
26734	Voter26734	27	0
26735	Voter26735	44	0
26736	Voter26736	62	0
26737	Voter26737	44	0
26738	Voter26738	37	1
26739	Voter26739	39	0
26740	Voter26740	28	0
26741	Voter26741	39	0
26742	Voter26742	63	0
26743	Voter26743	25	0
26744	Voter26744	47	0
26745	Voter26745	62	0
26746	Voter26746	75	0
26747	Voter26747	54	0
26748	Voter26748	50	0
26749	Voter26749	28	0
26750	Voter26750	49	1
26751	Voter26751	53	1
26752	Voter26752	61	0
26753	Voter26753	28	0
26754	Voter26754	34	0
26755	Voter26755	45	0
26756	Voter26756	77	0
26757	Voter26757	74	0
26758	Voter26758	38	1
26759	Voter26759	62	0
26760	Voter26760	34	0
26761	Voter26761	21	1
26762	Voter26762	40	0
26763	Voter26763	46	0
26764	Voter26764	48	0
26765	Voter26765	68	0
26766	Voter26766	36	0
26767	Voter26767	24	0
26768	Voter26768	61	0
26769	Voter26769	82	0
26770	Voter26770	29	0
26771	Voter26771	50	0
26772	Voter26772	50	0
26773	Voter26773	51	0
26774	Voter26774	81	0
26775	Voter26775	31	0
26776	Voter26776	41	1
26777	Voter26777	56	0
26778	Voter26778	20	0
26779	Voter26779	45	0
26780	Voter26780	56	0
26781	Voter26781	38	0
26782	Voter26782	72	0
26783	Voter26783	58	0
26784	Voter26784	32	0
26785	Voter26785	74	0
26786	Voter26786	26	0
26787	Voter26787	60	0
26788	Voter26788	23	0
26789	Voter26789	40	0
26790	Voter26790	21	0
26791	Voter26791	31	0
26792	Voter26792	62	0
26793	Voter26793	27	0
26794	Voter26794	41	0
26795	Voter26795	46	0
26796	Voter26796	80	0
26797	Voter26797	71	0
26798	Voter26798	19	0
26799	Voter26799	42	0
26800	Voter26800	77	0
26801	Voter26801	62	0
26802	Voter26802	84	0
26803	Voter26803	19	0
26804	Voter26804	59	0
26805	Voter26805	34	1
26806	Voter26806	40	0
26807	Voter26807	37	1
26808	Voter26808	34	0
26809	Voter26809	24	0
26810	Voter26810	59	0
26811	Voter26811	86	0
26812	Voter26812	26	0
26813	Voter26813	44	0
26814	Voter26814	58	1
26815	Voter26815	80	0
26816	Voter26816	20	0
26817	Voter26817	59	0
26818	Voter26818	91	1
26819	Voter26819	41	0
26820	Voter26820	25	0
26821	Voter26821	57	0
26822	Voter26822	60	0
26823	Voter26823	46	0
26824	Voter26824	35	0
26825	Voter26825	45	1
26826	Voter26826	67	0
26827	Voter26827	61	0
26828	Voter26828	23	0
26829	Voter26829	72	0
26830	Voter26830	47	1
26831	Voter26831	44	0
26832	Voter26832	31	0
26833	Voter26833	86	0
26834	Voter26834	46	0
26835	Voter26835	51	0
26836	Voter26836	28	1
26837	Voter26837	26	1
26838	Voter26838	43	0
26839	Voter26839	20	0
26840	Voter26840	78	1
26841	Voter26841	37	0
26842	Voter26842	43	0
26843	Voter26843	68	0
26844	Voter26844	50	0
26845	Voter26845	83	0
26846	Voter26846	41	0
26847	Voter26847	45	0
26848	Voter26848	53	0
26849	Voter26849	53	0
26850	Voter26850	45	0
26851	Voter26851	33	0
26852	Voter26852	49	0
26853	Voter26853	31	0
26854	Voter26854	37	0
26855	Voter26855	19	1
26856	Voter26856	53	0
26857	Voter26857	33	0
26858	Voter26858	63	0
26859	Voter26859	49	0
26860	Voter26860	53	0
26861	Voter26861	89	0
26862	Voter26862	63	0
26863	Voter26863	38	0
26864	Voter26864	22	1
26865	Voter26865	29	0
26866	Voter26866	34	1
26867	Voter26867	70	0
26868	Voter26868	73	0
26869	Voter26869	47	0
26870	Voter26870	45	0
26871	Voter26871	58	0
26872	Voter26872	62	0
26873	Voter26873	58	0
26874	Voter26874	46	0
26875	Voter26875	83	1
26876	Voter26876	29	0
26877	Voter26877	41	0
26878	Voter26878	23	0
26879	Voter26879	77	1
26880	Voter26880	23	0
26881	Voter26881	51	0
26882	Voter26882	65	0
26883	Voter26883	59	0
26884	Voter26884	28	0
26885	Voter26885	49	0
26886	Voter26886	55	0
26887	Voter26887	26	0
26888	Voter26888	35	0
26889	Voter26889	45	1
26890	Voter26890	43	0
26891	Voter26891	35	0
26892	Voter26892	24	1
26893	Voter26893	73	0
26894	Voter26894	74	0
26895	Voter26895	34	0
26896	Voter26896	42	0
26897	Voter26897	21	0
26898	Voter26898	31	0
26899	Voter26899	19	1
26900	Voter26900	55	0
26901	Voter26901	59	0
26902	Voter26902	71	0
26903	Voter26903	39	0
26904	Voter26904	40	0
26905	Voter26905	18	0
26906	Voter26906	33	0
26907	Voter26907	64	0
26908	Voter26908	70	0
26909	Voter26909	46	0
26910	Voter26910	68	0
26911	Voter26911	66	0
26912	Voter26912	65	0
26913	Voter26913	77	0
26914	Voter26914	47	0
26915	Voter26915	52	0
26916	Voter26916	75	0
26917	Voter26917	63	0
26918	Voter26918	38	0
26919	Voter26919	81	0
26920	Voter26920	53	0
26921	Voter26921	34	0
26922	Voter26922	52	0
26923	Voter26923	72	0
26924	Voter26924	36	1
26925	Voter26925	49	0
26926	Voter26926	44	0
26927	Voter26927	63	0
26928	Voter26928	32	0
26929	Voter26929	48	1
26930	Voter26930	54	0
26931	Voter26931	45	0
26932	Voter26932	31	0
26933	Voter26933	59	1
26934	Voter26934	74	0
26935	Voter26935	68	0
26936	Voter26936	77	1
26937	Voter26937	47	0
26938	Voter26938	74	0
26939	Voter26939	72	0
26940	Voter26940	80	0
26941	Voter26941	25	0
26942	Voter26942	57	0
26943	Voter26943	60	0
26944	Voter26944	41	1
26945	Voter26945	46	1
26946	Voter26946	56	0
26947	Voter26947	27	0
26948	Voter26948	44	0
26949	Voter26949	46	0
26950	Voter26950	24	1
26951	Voter26951	88	0
26952	Voter26952	83	0
26953	Voter26953	45	0
26954	Voter26954	48	0
26955	Voter26955	37	0
26956	Voter26956	26	1
26957	Voter26957	53	1
26958	Voter26958	46	0
26959	Voter26959	89	0
26960	Voter26960	32	1
26961	Voter26961	25	0
26962	Voter26962	45	0
26963	Voter26963	24	0
26964	Voter26964	58	0
26965	Voter26965	37	0
26966	Voter26966	73	0
26967	Voter26967	50	0
26968	Voter26968	21	0
26969	Voter26969	49	1
26970	Voter26970	73	0
26971	Voter26971	26	0
26972	Voter26972	76	0
26973	Voter26973	75	1
26974	Voter26974	33	0
26975	Voter26975	35	0
26976	Voter26976	73	0
26977	Voter26977	30	0
26978	Voter26978	62	0
26979	Voter26979	44	0
26980	Voter26980	57	0
26981	Voter26981	37	0
26982	Voter26982	80	0
26983	Voter26983	34	0
26984	Voter26984	49	0
26985	Voter26985	62	0
26986	Voter26986	81	0
26987	Voter26987	26	1
26988	Voter26988	61	0
26989	Voter26989	18	0
26990	Voter26990	53	0
26991	Voter26991	36	0
26992	Voter26992	52	0
26993	Voter26993	88	0
26994	Voter26994	49	0
26995	Voter26995	62	0
26996	Voter26996	50	0
26997	Voter26997	65	0
26998	Voter26998	27	0
26999	Voter26999	44	0
27000	Voter27000	80	0
27001	Voter27001	58	0
27002	Voter27002	19	0
27003	Voter27003	93	0
27004	Voter27004	48	0
27005	Voter27005	82	1
27006	Voter27006	33	1
27007	Voter27007	45	0
27008	Voter27008	63	0
27009	Voter27009	40	0
27010	Voter27010	32	0
27011	Voter27011	23	0
27012	Voter27012	73	1
27013	Voter27013	42	0
27014	Voter27014	59	0
27015	Voter27015	32	0
27016	Voter27016	41	0
27017	Voter27017	25	0
27018	Voter27018	55	0
27019	Voter27019	82	0
27020	Voter27020	55	0
27021	Voter27021	63	0
27022	Voter27022	67	0
27023	Voter27023	29	0
27024	Voter27024	62	0
27025	Voter27025	83	0
27026	Voter27026	27	0
27027	Voter27027	22	0
27028	Voter27028	51	0
27029	Voter27029	40	0
27030	Voter27030	65	0
27031	Voter27031	69	0
27032	Voter27032	62	0
27033	Voter27033	59	0
27034	Voter27034	37	1
27035	Voter27035	27	0
27036	Voter27036	23	0
27037	Voter27037	51	0
27038	Voter27038	44	0
27039	Voter27039	29	0
27040	Voter27040	38	0
27041	Voter27041	31	0
27042	Voter27042	72	0
27043	Voter27043	33	0
27044	Voter27044	54	0
27045	Voter27045	40	0
27046	Voter27046	49	0
27047	Voter27047	75	0
27048	Voter27048	44	0
27049	Voter27049	51	0
27050	Voter27050	27	0
27051	Voter27051	23	0
27052	Voter27052	58	1
27053	Voter27053	25	0
27054	Voter27054	50	0
27055	Voter27055	79	0
27056	Voter27056	18	0
27057	Voter27057	39	1
27058	Voter27058	30	0
27059	Voter27059	37	0
27060	Voter27060	35	0
27061	Voter27061	41	0
27062	Voter27062	72	0
27063	Voter27063	54	0
27064	Voter27064	33	0
27065	Voter27065	49	0
27066	Voter27066	54	0
27067	Voter27067	57	0
27068	Voter27068	40	0
27069	Voter27069	34	0
27070	Voter27070	18	0
27071	Voter27071	50	0
27072	Voter27072	59	0
27073	Voter27073	19	0
27074	Voter27074	25	0
27075	Voter27075	47	0
27076	Voter27076	56	0
27077	Voter27077	18	0
27078	Voter27078	40	0
27079	Voter27079	47	0
27080	Voter27080	53	1
27081	Voter27081	57	0
27082	Voter27082	54	0
27083	Voter27083	51	0
27084	Voter27084	38	0
27085	Voter27085	42	0
27086	Voter27086	32	0
